71591,Amadeusz Nowak|Bartosz Minorowicz|Frederik Stefanski,,Progress in Automation, Robotics and Measuring Techniques,,,,,series/asc/2015-350,https://doi.org/10.1007/978-3-319-15796-2_29,,,series/asc/StefanskiMN15,2017-05-16,,,283-291,,,,,,Hysteresis Modelling of a Piezoelectric Tube Actuator.,db/series/asc/asc350.html#StefanskiMN15,,,,
71592,Maciej Smiatacz|Witold Malina,,Computer Recognition Systems 3,,,,,series/asc/2009-57,https://doi.org/10.1007/978-3-540-93905-4_25,,,series/asc/SmiataczM09,2019-03-07,,,205-212,,,,,,New Variants of the SDF Classifier.,db/series/asc/asc57.html#SmiataczM09,2009,,,,
71593,Andrzej Sikora|Ewa Niewiadomska-Szynkiewicz,,Progress in Automation, Robotics and Measuring Techniques (2),,,,,series/asc/2015-351,https://doi.org/10.1007/978-3-319-15847-1_18,,,series/asc/Niewiadomska-SzynkiewiczS15,2017-05-16,,,181-190,,,,,,Simulation-Based Evaluation of Robot-Assisted Wireless Sensors Positioning.,db/series/asc/asc351.html#Niewiadomska-SzynkiewiczS15,,,,
71594,Zygmunt L. Warsza,,Recent Advances in Automation, Robotics and Measuring Techniques,,,,,series/asc/2014-267,https://doi.org/10.1007/978-3-319-05353-0_69,,,series/asc/Warsza14,2017-05-16,,,733-741,,,,,,Evaluation of the Standard Deviation of the Random Component of the Measured Signal from Its Autocorrelated Observations.,db/series/asc/asc267.html#Warsza14,,,,
71595,Jakub Smolka|Maria Skublewska-Paszkowska,,Computer Recognition Systems 2,,,,,series/asc/2008-45,https://doi.org/10.1007/978-3-540-75175-5_11,,,series/asc/SmolkaS08,2017-05-16,,,84-91,,,,,,Comparison of Hierarchical Cluster Analysis Methods Applied to Image Segmentation by Watershed Merging.,db/series/asc/asc45.html#SmolkaS08,2008,,,,
71596,Ajith Abraham|Emilio Corchado|María A. Pellicer|Álvaro Herrero,0000-0002-2444-5384,Innovations in Hybrid Intelligent Systems,,,,,series/asc/2008-44,https://doi.org/10.1007/978-3-540-74972-1_42,,,series/asc/HerreroCPA08,2018-11-02,,,320-328,,,,,,Hybrid Multi Agent-Neural Network Intrusion Detection with Mobile Visualization.,db/series/asc/asc44.html#HerreroCPA08,2008,,,,
71597,Jacek Biesiada|Wlodzislaw Duch,0000-0001-7882-4729,Computer Recognition Systems 2,,,,,series/asc/2008-45,https://doi.org/10.1007/978-3-540-75175-5_30,,,series/asc/BiesiadaD08,2017-06-09,,,242-249,,,,,,Feature Selection for High-Dimensional Data - A Pearson Redundancy Based Filter.,db/series/asc/asc45.html#BiesiadaD08,2008,,,,
71598,Bozena Kuraszkiewicz,,Information Technologies in Biomedicine,,,,,series/asc/2008-47,https://doi.org/10.1007/978-3-540-68168-7_22,,,series/asc/Kuraszkiewicz08,2017-05-16,,,200-207,,,,,,Modeling and Simulation of Airway Tissues Stresses during Pulmonary Recruitment.,db/series/asc/asc47.html#Kuraszkiewicz08,2008,,,,
71599,Barbara Siemiatkowska|Bogdan Harasymowicz-Boggio|Daniel Koguciuk|Lukasz Chechlinski|Maciej Przybylski,,Progress in Automation, Robotics and Measuring Techniques (2),,,,,series/asc/2015-351,https://doi.org/10.1007/978-3-319-15847-1_22,,,series/asc/PrzybylskiKSHC15,2017-05-16,,,223-232,,,,,,Integration of Qualitative and Quantitative Spatial Data within a Semantic Map for Service Robots.,db/series/asc/asc351.html#PrzybylskiKSHC15,,,,
71600,Janusz Jurek|Mariusz Flasinski,,Computer Recognition Systems 4,,,,,series/asc/2011-95,https://doi.org/10.1007/978-3-642-20320-6_20,,,series/asc/FlasinskiJ11,2019-03-07,,,187-196,,,,,,Syntactic Pattern Recognition: Survey of Frontiers and Crucial Methodological Issues.,db/series/asc/asc95.html#FlasinskiJ11,2011,,,,
71601,Andrzej Jan Dyszkiewicz|Bartlomiej Pawlus|Damian Chachulski|Jakub Zajdel|Pawel Polec,,Information Technologies in Biomedicine,,,,,series/asc/2008-47,https://doi.org/10.1007/978-3-540-68168-7_38,,,series/asc/DyszkiewiczPZCP08,2017-05-16,,,335-344,,,,,,Use of Computer System for Cell Hybridisation in Biotechnology and Medicine.,db/series/asc/asc47.html#DyszkiewiczPZCP08,2008,,,,
71602,Abdelli Abdelkrim,,Formalisms for Reuse and Systems Integration,,,,,series/asc/2015-346,https://doi.org/10.1007/978-3-319-16577-6_5,,,series/asc/Abdelkrim15,2017-05-16,,,103-131,,,,,,Towards a General Model to Handle Multi-enabledness in Time Petri Nets.,db/series/asc/asc346.html#Abdelkrim15,2015,,,,
71603,Christian Anthony L. Go|Won-Hyung Lee,,Analysis and Design of Intelligent Systems using Soft Computing Techniques,,,,,series/asc/2007-41,https://doi.org/10.1007/978-3-540-72432-2_68,,,series/asc/GoL07,2017-05-16,,,677-685,,,,,,An Intelligent Belief-Desire-Intention Agent for Digital Game-Based Learning.,db/series/asc/asc41.html#GoL07,2007,,,,
71604,Eduardo Gómez-Ramírez|Giovanni Egidio Pazienza,0000-0001-8491-4114,Analysis and Design of Intelligent Systems using Soft Computing Techniques,,,,,series/asc/2007-41,https://doi.org/10.1007/978-3-540-72432-2_72,,,series/asc/Gomez-RamirezP07,2017-09-16,,,719-726,,,,,,The Game of Life Using Polynomial Discrete Time Cellular Neural Networks.,db/series/asc/asc41.html#Gomez-RamirezP07,2007,,,,
71605,Katarzyna Stapor|Wieslaw Chmielnicki,,Computer Recognition Systems 4,,,,,series/asc/2011-95,https://doi.org/10.1007/978-3-642-20320-6_52,,,series/asc/ChmielnickiS11,2019-03-07,,,499-506,,,,,,A New Approach to Multi-class SVM-Based Classification Using Error Correcting Output Codes.,db/series/asc/asc95.html#ChmielnickiS11,2011,,,,
71606,Alicja Mazur|Krzysztof Arent|Mateusz Cholewinski,,Recent Advances in Automation, Robotics and Measuring Techniques,,,,,series/asc/2014-267,https://doi.org/10.1007/978-3-319-05353-0_34,,,series/asc/CholewinskiAM14,2017-05-16,,,353-363,,,,,,Towards Practical Implementation of an Artificial Force Method for Control of the Mobile Platform Rex.,db/series/asc/asc267.html#CholewinskiAM14,,,,
71607,Adam Owczarkowski|Dariusz Horla,,Progress in Automation, Robotics and Measuring Techniques (2),,,,,series/asc/2015-351,https://doi.org/10.1007/978-3-319-15847-1_21,,,series/asc/OwczarkowskiH15,2017-05-16,,,211-221,,,,,,A Comparison of Control Strategies for 4DoF Model of Unmanned Bicycle Robot Stabilised by Inertial Wheel.,db/series/asc/asc351.html#OwczarkowskiH15,,,,
71608,Frank Teuteberg|Jorge Marx Gómez,,ICT Innovations for Sustainability,,,,,series/asc/2015-310,https://doi.org/10.1007/978-3-319-09228-7_19,,,series/asc/GomezT15,2017-05-16,,,313-332,,,,,,Toward the Next Generation of Corporate Environmental Management Information Systems: What is Still Missing?,db/series/asc/asc310.html#GomezT15,2015,,,,
71609,Carol L. Walker|Elbert A. Walker,,Interval / Probabilistic Uncertainty and Non-Classical Logics,,,,,series/asc/2008-46,https://doi.org/10.1007/978-3-540-77664-2_19,,,series/asc/WalkerW08,2017-05-16,,,245-255,,,,,,The Algebra of Truth Values of Type-2 Fuzzy Sets: A Survey.,db/series/asc/asc46.html#WalkerW08,2008,,,,
71610,Hiroshi Nakajima|Naoki Tsuchiya|Tatsuhiro Fujimoto|Yutaka Hata,,Advanced Intelligent Systems,,,,,series/asc/2014-268,https://doi.org/10.1007/978-3-319-05500-8_10,,,series/asc/FujimotoNTH14,2017-05-16,,,95-108,,,,,,Blood Pressure Estimation System by Wearable Electrocardiograph.,db/series/asc/asc268.html#FujimotoNTH14,2014,,,,
71611,Andrzej Obuchowicz|Marek Kowal|Pawel Filipczuk,,Computer Recognition Systems 4,,,,,series/asc/2011-95,https://doi.org/10.1007/978-3-642-20320-6_64,,,series/asc/FilipczukKO11,2019-03-07,,,613-622,,,,,,Fuzzy Clustering and Adaptive Thresholding Based Segmentation Method for Breast Cancer Diagnosis.,db/series/asc/asc95.html#FilipczukKO11,2011,,,,
71612,Andrzej Stec,,Progress in Automation, Robotics and Measuring Techniques,,,,,series/asc/2015-350,https://doi.org/10.1007/978-3-319-15796-2_27,,,series/asc/Stec15,2017-05-16,,,265-274,,,,,,Ship Maneuvering Model for Autopilot Simulator.,db/series/asc/asc350.html#Stec15,,,,
71613,Asmaa Chebba|Kadaouia Habib|Stuart H. Rubin|Thouraya Bouabana-Tebibel,0000-0002-4060-3469,Theoretical Information Reuse and Integration,,,,,series/asc/2016-446,https://doi.org/10.1007/978-3-319-31311-5_5,,,series/asc/ChebbaBRH16,2017-06-14,,,113-134,,,,,,Case Indexing by Component, Context, and Encapsulation for Knowledge Reuse.,,,,
71614,Karol Kozak|Katarzyna Stapor|Marta Kozak,,Computer Recognition Systems 2,,,,,series/asc/2008-45,https://doi.org/10.1007/978-3-540-75175-5_28,,,series/asc/KozakKS08,2017-05-16,,,224-231,,,,,,Optimization of the SVM Screening Kernel-Application to Hit Definition in Compound Screening.,db/series/asc/asc45.html#KozakKS08,2008,,,,
71615,Agnieszka Pregowska|Andrzej Pochanke|Robert Konowrocki|Tomasz Szolc,0000-0001-9163-9931,Recent Advances in Automation, Robotics and Measuring Techniques,,,,,series/asc/2014-267,https://doi.org/10.1007/978-3-319-05353-0_21,,,series/asc/PregowskaSPK14,2018-11-02,,,205-215,,,,,,Modeling and Dynamic Analysis of the Precise Electromechanical Systems Driven by the Stepping Motors.,db/series/asc/asc267.html#PregowskaSPK14,,,,
71616,Dionisio A. Suarez|Edgar N. Sánchez|José Antonio Ruz Hernández,,Analysis and Design of Intelligent Systems using Soft Computing Techniques,,,,,series/asc/2007-41,https://doi.org/10.1007/978-3-540-72432-2_21,,,series/asc/HernandezSS07,2017-05-16,,,205-214,,,,,,Soft Margin Training for Associative Memories Implemented by Recurrent Neural Networks.,db/series/asc/asc41.html#HernandezSS07,2007,,,,
71617,Krzysztof Siminski,,Computer Recognition Systems 3,,,,,series/asc/2009-57,https://doi.org/10.1007/978-3-540-93905-4_2,,,series/asc/Siminski09,2019-03-07,,,11-18,,,,,,Patchwork Neuro-fuzzy System with Hierarchical Domain Partition.,db/series/asc/asc57.html#Siminski09,2009,,,,
71618,Agata Kolakowska,,Computer Recognition Systems 4,,,,,series/asc/2011-95,https://doi.org/10.1007/978-3-642-20320-6_68,,,series/asc/Kolakowska11,2019-03-07,,,667-675,,,,,,User Authentication Based on Keystroke Dynamics Analysis.,db/series/asc/asc95.html#Kolakowska11,2011,,,,
71619,Guillermo Vigueras|Jorge J. Gómez-Sanz|Juan A. Botía Blaya|Juan Pavón,0000-0002-6992-598X|0000-0002-9553-8123,Innovations in Hybrid Intelligent Systems,,,,,series/asc/2008-44,https://doi.org/10.1007/978-3-540-74972-1_3,,,series/asc/ViguerasGBP08,2018-11-02,,,9-16,,,,,,Using Semantic Causality Graphs to Validate MAS Models.,db/series/asc/asc44.html#ViguerasGBP08,2008,,,,
71620,Rainer Knauf,,Synergies Between Knowledge Engineering and Software Engineering,,,,,series/asc/626,https://doi.org/10.1007/978-3-319-64161-4_5,,,series/asc/Knauf18,2018-01-31,,,93-105,,,,,,Knowledge Engineering of System Refinement What We Learnt from Software Engineering.,db/series/asc/asc626.html#Knauf18,2018,,,,
71621,Michal Walecki|Tomasz Winiarski,,Recent Advances in Automation, Robotics and Measuring Techniques,,,,,series/asc/2014-267,https://doi.org/10.1007/978-3-319-05353-0_50,,,series/asc/WiniarskiW14,2017-05-16,,,533-542,,,,,,Motor Cascade Position Controllers for Service Oriented Manipulators.,db/series/asc/asc267.html#WiniarskiW14,,,,
71622,Hongwei Wang 0002|Jian-Bo Yang|Kwai-Sang Chin|Min Guo,0000-0002-7029-007X,Interval / Probabilistic Uncertainty and Non-Classical Logics,,,,,series/asc/2008-46,https://doi.org/10.1007/978-3-540-77664-2_11,,,series/asc/GuoYCW08,2018-08-08,,,129-140,,,,,,The Evidential Reasoning Approach for Multi-attribute Decision Analysis under Both Fuzzy and Interval Uncertainty.,db/series/asc/asc46.html#GuoYCW08,2008,,,,
71623,Eric Joanis|Ghada Badr|Roland Kuhn|Samuel Larkin,0000-0001-6014-6245,Computer Recognition Systems 2,,,,,series/asc/2008-45,https://doi.org/10.1007/978-3-540-75175-5_55,,,series/asc/BadrJLK08,2017-06-14,,,437-444,,,,,,Manageable Phrase-Based Statistical Machine Translation Models.,db/series/asc/asc45.html#BadrJLK08,2008,,,,
71624,Artur Przelaskowski|Rafal Józwiak,,Information Technologies in Biomedicine,,,,,series/asc/2008-47,https://doi.org/10.1007/978-3-540-68168-7_23,,,series/asc/PrzelaskowskiJ08,2017-05-16,,,208-216,,,,,,Compression of Bronchoscopy Video: Coding Usefulness and Efficiency Assessment.,db/series/asc/asc47.html#PrzelaskowskiJ08,2008,,,,
71625,Wojciech Trzasko,,Recent Advances in Automation, Robotics and Measuring Techniques,,,,,series/asc/2014-267,https://doi.org/10.1007/978-3-319-05353-0_30,,,series/asc/Trzasko14,2017-05-16,,,307-316,,,,,,Pointwise Completeness and Pointwise Degeneracy of Linear Continuous-Time Systems with Different Fractional Orders.,db/series/asc/asc267.html#Trzasko14,,,,
71626,Haibo Wang|Zonghai Chen,0000-0001-9312-9089,Innovations in Hybrid Intelligent Systems,,,,,series/asc/2008-44,https://doi.org/10.1007/978-3-540-74972-1_22,,,series/asc/ChenW08,2017-06-09,,,159-166,,,,,,Open Intelligent Robot Controller Based on Field-Bus and RTOS.,db/series/asc/asc44.html#ChenW08,2008,,,,
71627,Andreas Moeller,,ICT Innovations for Sustainability,,,,,series/asc/2015-310,https://doi.org/10.1007/978-3-319-09228-7_18,,,series/asc/Moeller15,2017-05-16,,,301-311,,,,,,Computational Modeling of Material Flow Networks.,db/series/asc/asc310.html#Moeller15,2015,,,,
71628,Anna Korzynska|Marcin Iwanowski,,Information Technologies in Biomedicine,,,,,series/asc/2008-47,https://doi.org/10.1007/978-3-540-68168-7_41,,,series/asc/KorzynskaI08,2017-05-16,,,365-376,,,,,,Detection of Mitotic Cell Fraction in Neural Stem Cells in Cultures.,db/series/asc/asc47.html#KorzynskaI08,2008,,,,
71629,Slawomir Klos,,Recent Advances in Automation, Robotics and Measuring Techniques,,,,,series/asc/2014-267,https://doi.org/10.1007/978-3-319-05353-0_12,,,series/asc/Klos14,2017-05-16,,,115-125,,,,,,The Impact of an ERP System on the Technical Preparation of Production.,db/series/asc/asc267.html#Klos14,,,,
71630,Amadeusz Nowak|Bartosz Minorowicz|Frederik Stefanski|Zoran Pandilov,,Progress in Automation, Robotics and Measuring Techniques,,,,,series/asc/2015-350,https://doi.org/10.1007/978-3-319-15796-2_17,,,series/asc/NowakMSP15,2017-05-16,,,169-176,,,,,,Characteristics of the Improved Magnetic Shape Memory Alloy Actuator Test Stand.,db/series/asc/asc350.html#NowakMSP15,,,,
71631,Barbara Strug,,Computer Recognition Systems 4,,,,,series/asc/2011-95,https://doi.org/10.1007/978-3-642-20320-6_51,,,series/asc/Strug11,2019-03-07,,,489-498,,,,,,Using Graph Mining Approach to Automatic Reasoning in Design Support Systems.,db/series/asc/asc95.html#Strug11,2011,,,,
71632,Giuseppe Lo Re|Pierluca Ferraro,,Advances onto the Internet of Things,,,,,series/asc/2014-260,https://doi.org/10.1007/978-3-319-03992-3_24,,,series/asc/FerraroR14,2017-05-16,,,339-352,,,,,,Designing Ontology-Driven Recommender Systems for Tourism.,db/series/asc/asc260.html#FerraroR14,2014,,,,
71633,Elzbieta Smolka|Marek Wisniewski|Waldemar Suszynski|Wieslawa Kuniszyk-Józkowiak,,Computer Recognition Systems 2,,,,,series/asc/2008-45,https://doi.org/10.1007/978-3-540-75175-5_56,,,series/asc/WisniewskiKSS08,2017-05-16,,,445-453,,,,,,Automatic Detection of Disorders in a Continuous Speech with the Hidden Markov Models Approach.,db/series/asc/asc45.html#WisniewskiKSS08,2008,,,,
71634,Arkadiusz Tomczyk|L. Pieta|Piotr S. Szczepaniak,,Information Technologies in Biomedicine,,,,,series/asc/2008-47,https://doi.org/10.1007/978-3-540-68168-7_6,,,series/asc/PietaTS08,2017-05-16,,,66-73,,,,,,Medical Image Analysis Using Potential Active Contours.,db/series/asc/asc47.html#PietaTS08,2008,,,,
71635,Enrique Domínguez|José Muñoz,,Innovations in Hybrid Intelligent Systems,,,,,series/asc/2008-44,https://doi.org/10.1007/978-3-540-74972-1_18,,,series/asc/DominguezM08,2017-05-16,,,128-135,,,,,,A Hybrid Algorithm for Solving Clustering Problems.,db/series/asc/asc44.html#DominguezM08,2008,,,,
71636,Francisco Jurado 0001|Manuel Ortega|Miguel A. Redondo,0000-0001-5809-3412|0000-0001-7559-8236,Innovations in Hybrid Intelligent Systems,,,,,series/asc/2008-44,https://doi.org/10.1007/978-3-540-74972-1_61,,,series/asc/JuradoRO08,2018-11-02,,,470-477,,,,,,An Architecture to Support Programming Algorithm Learning by Problem Solving.,db/series/asc/asc44.html#JuradoRO08,2008,,,,
71637,José Neves 0001|Ken Satoh|Paulo Novais|Tiago Oliveira 0002,0000-0002-3549-0754,Synergies Between Knowledge Engineering and Software Engineering,,,,,series/asc/626,https://doi.org/10.1007/978-3-319-64161-4_10,,,series/asc/NovaisOSN18,2018-11-02,,,197-216,,,,,,The Role of Ontologies and Decision Frameworks in Computer-Interpretable Guideline Execution.,db/series/asc/asc626.html#NovaisOSN18,2018,,,,
71638,Joanna Marnik|Magdalena Szela,,Information Technologies in Biomedicine,,,,,series/asc/2008-47,https://doi.org/10.1007/978-3-540-68168-7_57,,,series/asc/MarnikS08,2017-05-16,,,505-512,,,,,,Multimedia Program for Teaching Autistic Children.,db/series/asc/asc47.html#MarnikS08,2008,,,,
71639,Adam Józwik|Ewa Zalewska|Hanna Goszczynska|Jan Miszczak|Krystyna Kolebska|Leszek Kowalczyk|Marek Doros|Stanislaw Dec,,Computer Recognition Systems 3,,,,,series/asc/2009-57,https://doi.org/10.1007/978-3-540-93905-4_48,,,series/asc/GoszczynskaKDKJDZM09,2019-03-07,,,407-414,,,,,,Analysis of Variability of Isopotential Areas Features in Sequences of EEG Maps.,db/series/asc/asc57.html#GoszczynskaKDKJDZM09,2009,,,,
71640,Annamonika Dulewicz|Dariusz Pietka|Pawel Jaszczak,,Information Technologies in Biomedicine,,,,,series/asc/2008-47,https://doi.org/10.1007/978-3-540-68168-7_45,,,series/asc/DulewiczPJ08a,2017-05-16,,,403-417,,,,,,A Study on Diagnostic Potential of a Computer-Assisted System for Identification of Neoplastic Urothelial Nuclei from the Bladder.,db/series/asc/asc47.html#DulewiczPJ08a,2008,,,,
71641,Byung Joo Park|Hyung Rim Choi|Moo Hong Kang,,Analysis and Design of Intelligent Systems using Soft Computing Techniques,,,,,series/asc/2007-41,https://doi.org/10.1007/978-3-540-72432-2_70,,,series/asc/ParkCK07a,2017-05-16,,,696-706,,,,,,Multi-agent Based Integration of Production and Distribution Planning Using Genetic Algorithm in the Supply Chain Management.,db/series/asc/asc41.html#ParkCK07a,2007,,,,
71642,Konrad Andrzej Markowski|Krzysztof Hryniow,0000-0001-8044-3925|0000-0002-9950-9039,Progress in Automation, Robotics and Measuring Techniques,,,,,series/asc/2015-350,https://doi.org/10.1007/978-3-319-15796-2_8,,,series/asc/HryniowM15a,2017-09-16,,,73-83,,,,,,Optimisation of Digraphs-Based Realisations for Polynomials of One and Two Variables.,db/series/asc/asc350.html#HryniowM15a,,,,
71643,Lukasz Sajewski,0000-0003-1098-5571,Recent Advances in Automation, Robotics and Measuring Techniques,,,,,series/asc/2014-267,https://doi.org/10.1007/978-3-319-05353-0_24,,,series/asc/Sajewski14,2017-06-09,,,239-249,,,,,,Reachability of Fractional Positive Continuous-Time Linear Systems with Two Different Fractional Orders.,db/series/asc/asc267.html#Sajewski14,,,,
71644,Giovanni Tessitore|Roberto Prevete,,Computer Recognition Systems 4,,,,,series/asc/2011-95,https://doi.org/10.1007/978-3-642-20320-6_17,,,series/asc/TessitoreP11,2019-03-07,,,157-166,,,,,,Designing Structured Sparse Dictionaries for Sparse Representation Modeling.,db/series/asc/asc95.html#TessitoreP11,2011,,,,
71645,Michal Choras|Rafal Kozik,,Computer Recognition Systems 4,,,,,series/asc/2011-95,https://doi.org/10.1007/978-3-642-20320-6_7,,,series/asc/ChorasK11,2019-03-07,,,61-70,,,,,,Knuckle Recognition for Human Identification.,db/series/asc/asc95.html#ChorasK11,2011,,,,
71647,David Díaz|Esther del Olmo|José Francisco Adserias|José Luis López-Pérez|Miguel Vaquero|Roberto Therón,0000-0001-6739-8875|0000-0002-3728-7602,Innovations in Hybrid Intelligent Systems,,,,,series/asc/2008-44,https://doi.org/10.1007/978-3-540-74972-1_52|https://www.wikidata.org/entity/Q58635688,,,series/asc/TheronODVAL08,2018-11-24,,,401-410,,,,,,NATPRO-C13 - An Interactive Tool for the Structural Elucidation of Natural Compounds.,db/series/asc/asc44.html#TheronODVAL08,2008,,,,
71648,Jingjing Song|Qingjie Zhao|Yueyin Wu,,Analysis and Design of Intelligent Systems using Soft Computing Techniques,,,,,series/asc/2007-41,https://doi.org/10.1007/978-3-540-72432-2_16,,,series/asc/ZhaoSW07,2017-05-16,,,150-159,,,,,,Improved Fuzzy C-Means Segmentation Algorithm for Images with Intensity Inhomogeneity.,db/series/asc/asc41.html#ZhaoSW07,2007,,,,
71649,Przemyslaw Rokita|Zbigniew Swierczynski,,Computer Recognition Systems 3,,,,,series/asc/2009-57,https://doi.org/10.1007/978-3-540-93905-4_6,,,series/asc/SwierczynskiR09,2019-03-07,,,43-51,,,,,,Low-Cost Adaptive Edge-Based Single-Frame Superresolution.,db/series/asc/asc57.html#SwierczynskiR09,2009,,,,
71650,Leszek Klukowski,,Computer Recognition Systems 2,,,,,series/asc/2008-45,https://doi.org/10.1007/978-3-540-75175-5_29,,,series/asc/Klukowski08,2017-05-16,,,232-241,,,,,,Estimation of the Preference Relation on the Basis of Medians from Pairwise Comparisons in the Form of Difference of Ranks.,db/series/asc/asc45.html#Klukowski08,2008,,,,
71651,Pawel Biernacki,,Computer Recognition Systems 2,,,,,series/asc/2008-45,https://doi.org/10.1007/978-3-540-75175-5_42,,,series/asc/Biernacki08,2017-05-16,,,334-339,,,,,,Effective Ad Recognition Using Schur-type Signal Parametrization.,db/series/asc/asc45.html#Biernacki08,2008,,,,
71652,Danuta Jasinska-Choromanska|Marcin Matyjewicz-Maciejewicz,,Progress in Automation, Robotics and Measuring Techniques (2),,,,,series/asc/2015-351,https://doi.org/10.1007/978-3-319-15847-1_12,,,series/asc/Jasinska-ChoromanskaM15,2017-05-16,,,119-128,,,,,,Safety Module Based on Gyroscopie in the System for Verticalization and Aiding Motion of the Disabled.,db/series/asc/asc351.html#Jasinska-ChoromanskaM15,,,,
71653,Rafal Typiak,,Recent Advances in Automation, Robotics and Measuring Techniques,,,,,series/asc/2014-267,https://doi.org/10.1007/978-3-319-05353-0_49,,,series/asc/Typiak14,2017-05-16,,,523-531,,,,,,Universal Control System for Managing Multiple Unmanned Engineering Machines.,db/series/asc/asc267.html#Typiak14,,,,
71655,Hwachang Song,,Advanced Intelligent Systems,,,,,series/asc/2014-268,https://doi.org/10.1007/978-3-319-05500-8_2,,,series/asc/Song14,2017-05-16,,,13-15,,,,,,Application of Fuzzy Enforcement to Complementarity Constraints in Nonlinear Optimization.,db/series/asc/asc268.html#Song14,2014,,,,
71656,Andrzej Bielecki|Bartosz Zielinski 0001|Kamila Sprezak|Marek Skomorowski|Mariusz Korkosz|Marzena Bielecka|Wadim Wojciechowski,,Computer Recognition Systems 4,,,,,series/asc/2011-95,https://doi.org/10.1007/978-3-642-20320-6_50,,,series/asc/BieleckaBKSSWZ11,2019-03-08,,,479-487,,,,,,A Shape Description Language for Osteophytes Detection in Upper Surfaces of the Metacarpophalangeal Joints.,db/series/asc/asc95.html#BieleckaBKSSWZ11,2011,,,,
71657,Lorenz M. Hilty|Mohammad Ahmadi Achachlouei,0000-0001-5020-0586|0000-0002-7761-2350,ICT Innovations for Sustainability,,,,,series/asc/2015-310,https://doi.org/10.1007/978-3-319-09228-7_27,,,series/asc/AchachloueiH15,2017-06-09,,,449-474,,,,,,Modeling the Effects of ICT on Environmental Sustainability: Revisiting a System Dynamics Model Developed for the European Commission.,db/series/asc/asc310.html#AchachloueiH15,2015,,,,
71658,Eduardo Caicedo|Jesús A. López|Mario A. Muñoz,,Analysis and Design of Intelligent Systems using Soft Computing Techniques,,,,,series/asc/2007-41,https://doi.org/10.1007/978-3-540-72432-2_43,,,series/asc/MunozLC07,2017-05-16,,,427-435,,,,,,Bacteria Swarm Foraging Optimization for Dynamical Resource Allocation in a Multizone Temperature Experimentation Platform.,db/series/asc/asc41.html#MunozLC07,2007,,,,
71659,Jan Figat|Wlodzimierz Kasprzak,,Progress in Automation, Robotics and Measuring Techniques (2),,,,,series/asc/2015-351,https://doi.org/10.1007/978-3-319-15847-1_6,,,series/asc/FigatK15,2017-05-16,,,55-64,,,,,,NAO-mark vs QR-code Recognition by NAO Robot Vision.,db/series/asc/asc351.html#FigatK15,,,,
71660,Anna Korzynska|Mateusz Zdunczuk,,Information Technologies in Biomedicine,,,,,series/asc/2008-47,https://doi.org/10.1007/978-3-540-68168-7_39,,,series/asc/KorzynskaZ08,2017-05-16,,,345-356,,,,,,Clustering as a Method of Image Simplification.,db/series/asc/asc47.html#KorzynskaZ08,2008,,,,
71661,Adrian Giurca,,Synergies Between Knowledge Engineering and Software Engineering,,,,,series/asc/626,https://doi.org/10.1007/978-3-319-64161-4_11,,,series/asc/Giurca18,2018-01-31,,,217-249,,,,,,Metamarket - Modelling User Actions in the Digital World.,db/series/asc/asc626.html#Giurca18,2018,,,,
71662,Grzegorz Bocewicz|Krzysztof Bzdyra|Zbigniew Antoni Banaszak,0000-0002-5181-2872,Progress in Automation, Robotics and Measuring Techniques,,,,,series/asc/2015-350,https://doi.org/10.1007/978-3-319-15796-2_2,,,series/asc/BzdyraBB15,2017-06-09,,,11-21,,,,,,Multiple Project Portfolio Scheduling Subject to Mass Customized Service.,db/series/asc/asc350.html#BzdyraBB15,,,,
71663,Adam Czyzewski|Dariusz Litwin|Jacek Galas|Maciej Kochanowski|Maciej Socjusz|Piotr Czajka|Wojciech Mizak,,Recent Advances in Automation, Robotics and Measuring Techniques,,,,,series/asc/2014-267,https://doi.org/10.1007/978-3-319-05353-0_54,,,series/asc/CzajkaMGCKLS14,2017-05-16,,,579-590,,,,,,Method for Limitation of Disturbances in Measurement Data in 3D Laser Profilometry.,db/series/asc/asc267.html#CzajkaMGCKLS14,,,,
71664,Hung T. Nguyen 0002|Vladik Kreinovich,,Interval / Probabilistic Uncertainty and Non-Classical Logics,,,,,series/asc/2008-46,https://doi.org/10.1007/978-3-540-77664-2_4,,,series/asc/NguyenK08,2017-05-16,,,32-44,,,,,,Trade-Off between Sample Size and Accuracy: Case of Static Measurements under Interval Uncertainty.,db/series/asc/asc46.html#NguyenK08,2008,,,,
71665,Amadeusz Nowak|Bartosz Minorowicz|Frederik Stefanski|Roman Regulski,0000-0003-4659-8493,Progress in Automation, Robotics and Measuring Techniques,,,,,series/asc/2015-350,https://doi.org/10.1007/978-3-319-15796-2_21,,,series/asc/RegulskiNMS15,2017-06-14,,,207-213,,,,,,Multichannel High Voltage Amplifier for Piezo Actuators.,db/series/asc/asc350.html#RegulskiNMS15,,,,
71666,Bogdan Broel-Plater,,Recent Advances in Automation, Robotics and Measuring Techniques,,,,,series/asc/2014-267,https://doi.org/10.1007/978-3-319-05353-0_3,,,series/asc/Broel-Plater14,2017-05-16,,,21-31,,,,,,Using Fuzzy Logic for Improving the Control Performance of Digital Servo Drives with Elastic Coupling.,db/series/asc/asc267.html#Broel-Plater14,,,,
